Water Name,County,Spieces,Quanty,Average Length,Date Stocked,Latitude,Longitude
Y-36,DUCHESNE,BROOK TROUT,753,3.62,7/6/2022,40.2172448,-110.5215459
Y-37,DUCHESNE,BROOK TROUT,1037,3.62,7/6/2022,40.2172448,-110.5215459
YOUNG L X-100,DUCHESNE,CUTTHROAT,372,1.57,9/23/2022,40.2172448,-110.5215459
AZURE (LOCK) L A-11,SUMMIT,GRAYLING ARCTIC,301,2.65,9/21/2021,40.8297566,-110.9983515
BENNIE CR,UTAH,CUTTHROAT,1508,2.18,10/27/2021,40.0966287,-111.5706786
BENNION L GR-134,SUMMIT,BROOK TROUT,771,3.32,7/1/2021,40.8297566,-110.9983515
BR-55,SUMMIT,BROOK TROUT,230,2.79,6/29/2021,40.8297566,-110.9983515
CLEVELAND L WR-7,DUCHESNE,BROOK TROUT,2406,3.32,7/1/2021,40.2172448,-110.5215459
CLIFF L WR-49,DUCHESNE,BROOK TROUT,1997,3.32,7/1/2021,40.2172448,-110.5215459
COFFIN L GR-144,SUMMIT,TIGER TROUT,1997,2.69,6/30/2021,40.8297566,-110.9983515
COW POND,SANPETE,BROOK TROUT,198,2.81,6/29/2021,39.3090085,-111.5706786
DANIELS CR,WASATCH,CUTTHROAT,5016,2.43,10/13/2021,40.4798096,-111.4144855
DG- 6,DUCHESNE,CUTTHROAT,599,1.9,9/22/2021,40.2172448,-110.5215459
DG- 9,DUCHESNE,CUTTHROAT,984,1.9,9/22/2021,40.2172448,-110.5215459
DG-10,DUCHESNE,CUTTHROAT,984,1.9,9/22/2021,40.2172448,-110.5215459
DG-14,DUCHESNE,CUTTHROAT,214,1.9,9/22/2021,40.2172448,-110.5215459
DG-15,DUCHESNE,CUTTHROAT,214,1.9,9/22/2021,40.2172448,-110.5215459
DG-16,DUCHESNE,CUTTHROAT,214,1.9,9/22/2021,40.2172448,-110.5215459
DG-17,DUCHESNE,CUTTHROAT,428,1.9,9/22/2021,40.2172448,-110.5215459
DIVIDE L U-59,DUCHESNE,CUTTHROAT,1883,1.9,9/22/2021,40.2172448,-110.5215459
DOCS L X-15,DUCHESNE,BROOK TROUT,1104,2.79,6/30/2021,40.2172448,-110.5215459
DRY CREEK HIGHLAND,UTAH,CUTTHROAT,2999,2.55,11/16/2021,40.4456616,-111.8170628
ELY CR,UINTAH,CUTTHROAT,500,2.06,9/27/2021,40.1069499,-109.3783206
FARNEY L X-14,DUCHESNE,GRAYLING ARCTIC,2000,2.65,9/21/2021,40.2172448,-110.5215459
FISH CR,SEVIER,CUTTHROAT,32400,2.51,9/28/2021,38.7333524,-111.6660725
G- 80,SUMMIT,BROOK TROUT,92,2.79,6/30/2021,41.0125201,-111.3695662
GLADYS L X-128,DUCHESNE,BROOK TROUT,748,2.79,6/29/2021,40.2172448,-110.5215459
GR- 77,UINTAH,GRAYLING ARCTIC,430,2.65,9/21/2021,40.1069499,-109.3783206
GR-117,DAGGETT,GRAYLING ARCTIC,194,2.65,9/21/2021,40.9053845,-109.5211063
HELEN L X-126,DUCHESNE,BROOK TROUT,840,2.79,6/29/2021,40.2172448,-110.5215459
HIDDEN L GR-7,DAGGETT,BROOK TROUT,1063,3.32,7/1/2021,40.9053845,-109.5211063
"HOBBLE CR, LEFT FK",UTAH,CUTTHROAT,1507,2.43,10/13/2021,40.2262583,-111.6607527
"HOBBLE CR, RT FK",UTAH,CUTTHROAT,2507,2.25,10/13/2021,40.2262583,-111.6607527
HOOK L X-81,DUCHESNE,BROOK TROUT,1051,3.32,7/1/2021,40.2172448,-110.5215459
HORSESHOE L RC-38,DUCHESNE,BROOK TROUT,150,2.79,6/30/2021,40.2172448,-110.5215459
INDIAN CYN CR,DUCHESNE,CUTTHROAT,1994,2.19,10/19/2021,40.1449011,-110.4158163
JOHNSON L WR-30,UINTAH,GRAYLING ARCTIC,323,2.65,9/21/2021,40.1069499,-109.3783206
"KIBAH L, WEST DF-14",UINTAH,BROOK TROUT,777,3.32,7/1/2021,40.1069499,-109.3783206
"KIBAH L,FINGER DF-12",UINTAH,BROOK TROUT,374,3.32,7/1/2021,40.1069499,-109.3783206
"KIBAH L,ISLAND DF-16",UINTAH,BROOK TROUT,800,3.32,7/1/2021,40.1069499,-109.3783206
LAPOINT RES,UINTAH,MUSKIE TIGER,165,2.63,6/8/2021,40.4021637,-109.7958521
LF-16,DUCHESNE,BROOK TROUT,298,3.32,7/1/2021,40.2172448,-110.5215459
LILLIAN L,SALT LAKE,GRAYLING ARCTIC,1011,2.65,9/21/2021,40.7764134,-111.8670978
LITTLE CR,IRON,CUTTHROAT,5079,1.47,8/18/2021,37.7854715,-113.1918021
LYNN CR,UINTAH,CUTTHROAT,1274,4.28,6/2/2021,40.1069499,-109.3783206
MAIN CR,WASATCH,CUTTHROAT,1536,2.18,10/27/2021,40.3629418,-110.9983515
MARY ELLEN GULCH CREEK,UTAH,CUTTHROAT,1509,2.61,11/16/2021,40.5343119,-111.6245994
MILK L Y-25,DUCHESNE,BROOK TROUT,1752,3.32,7/1/2021,40.2172448,-110.5215459
"NORTH CR, S FK",BEAVER,CUTTHROAT,5080,1.47,8/17/2021,38.3266376,-113.287085
PAYSON CR,UTAH,CUTTHROAT,1015,2.18,10/27/2021,40.0435822,-111.7323853
PHINNEY L X-119,DUCHESNE,BROOK TROUT,1357,2.79,6/29/2021,40.2172448,-110.5215459
PICTURE L X-82,DUCHESNE,GRAYLING ARCTIC,2000,2.65,9/21/2021,40.2172448,-110.5215459
PINE GROVE POND,BEAVER,RAINBOW,125,9.81,4/14/2021,38.3527063,-113.6590475
RAINBOW L Z-25,DUCHESNE,BROOK TROUT,1403,2.79,6/30/2021,40.2172448,-110.5215459
RANDOLPH CR,RICH,CUTTHROAT,189,16.55,5/21/2021,41.6657759,-111.1821409
RANGE CR,CARBON,CUTTHROAT,7320,1.98,9/30/2021,39.6479807,-110.6168921
READER CR,DUCHESNE,CUTTHROAT,4004,4.28,6/2/2021,40.2172448,-110.5215459
SALINA CR,SEVIER,CUTTHROAT,5280,1.48,8/19/2021,38.9577407,-111.859925
SEARS CR,DAGGETT,CUTTHROAT,999,2.06,9/27/2021,40.9053845,-109.5211063
SOLDIER CR,UTAH,CUTTHROAT,3018,2.5,10/4/2021,40.0966287,-111.5706786
STEWART L X-79,DUCHESNE,CUTTHROAT,942,1.9,9/22/2021,40.2172448,-110.5215459
THOMPSON L RC-8,DUCHESNE,BROOK TROUT,1403,2.79,6/30/2021,40.2172448,-110.5215459
"TIMOTHY L, EAST X-16",DUCHESNE,BROOK TROUT,993,3.32,7/1/2021,40.2172448,-110.5215459
"TIMOTHY L, WEST X-19",DUCHESNE,BROOK TROUT,1495,3.32,7/1/2021,40.2172448,-110.5215459
UINTAH L X-131,DUCHESNE,BROOK TROUT,633,2.79,6/29/2021,40.2172448,-110.5215459
WARDSWORTH CR,UTAH,CUTTHROAT,1011,2.43,10/13/2021,40.2565987,-111.3474805
WHISKEY ISLAND L BR3,SUMMIT,GRAYLING ARCTIC,1011,2.65,9/21/2021,40.8297566,-110.9983515
WHITEROCKS R,DUCHESNE,CUTTHROAT,25,6.11,7/6/2021,40.2172448,-110.5215459
WILDE L GR-36,UINTAH,GRAYLING ARCTIC,323,2.65,9/21/2021,40.1069499,-109.3783206
X- 22,DUCHESNE,CUTTHROAT,899,1.9,9/22/2021,40.2172448,-110.5215459
X- 26,DUCHESNE,BROOK TROUT,397,3.32,7/1/2021,40.2172448,-110.5215459
X- 50,DUCHESNE,GRAYLING ARCTIC,194,2.65,9/21/2021,40.2172448,-110.5215459
X- 60,DUCHESNE,CUTTHROAT,813,1.9,9/22/2021,40.2172448,-110.5215459
X- 78,DUCHESNE,CUTTHROAT,1712,1.9,9/22/2021,40.2172448,-110.5215459
X-105,DUCHESNE,CUTTHROAT,984,1.9,9/22/2021,40.2172448,-110.5215459
"BARKER POND, UPPER NCL",GARFIELD,CUTTHROAT,34,4.2,10/21/2020,37.8400344,-111.2845025
BEAR CYN CR,JUAB,CUTTHROAT,1012,2.4,11/4/2020,39.7875104,-111.7305378
"BOULDER CR, W FK",GARFIELD,CUTTHROAT,203,4.2,10/21/2020,37.9628169,-111.453659
DIAMOND L U-39,DUCHESNE,GRAYLING ARCTIC,558,2.81,9/21/2020,40.2172448,-110.5215459
EMIGRATION CR,SALT LAKE,CUTTHROAT,1025,2.27,10/12/2020,40.7407546,-111.8411582
EWE L GR-18,DAGGETT,GRAYLING ARCTIC,450,2.81,9/21/2020,40.9053845,-109.5211063
FAIRMONT PARK P,SALT LAKE,CHANNEL CATFISH,401,2.48,9/15/2020,40.7200621,-111.8653145
FARMERS L X-23,DUCHESNE,BROOK TROUT,6261,3.15,7/6/2020,40.2172448,-110.5215459
GAIL L GR-115,SUMMIT,CUTTHROAT,341,2.48,9/23/2020,40.8297566,-110.9983515
GR-145,SUMMIT,GRAYLING ARCTIC,1098,2.81,9/21/2020,40.8297566,-110.9983515
"GREEN L, WEST",DAGGETT,CUTTHROAT,900,2.48,9/23/2020,40.9053845,-109.5211063
HARMONICA L,SANPETE,TIGER TROUT,1520,5.28,9/16/2020,39.3090085,-111.5706786
JEWELL L BR-38,SUMMIT,TIGER TROUT,126,2.4,7/31/2020,40.8297566,-110.9983515
KABELL L GR-140,SUMMIT,CUTTHROAT,1475,2.48,9/23/2020,40.8297566,-110.9983515
LINDA L LF-36,DUCHESNE,BROOK TROUT,400,3.15,7/6/2020,40.2172448,-110.5215459
LITTLE ELK L A-19,SUMMIT,GRAYLING ARCTIC,594,2.81,9/21/2020,40.8297566,-110.9983515
LITTLE ELK L DF-17,UINTAH,GRAYLING ARCTIC,504,2.81,9/21/2020,40.6920835,-109.9343299
LOGGER L,SANPETE,RAINBOW,1296,9.75,7/8/2020,39.3090085,-111.5706786
MANN CR,DAGGETT,CUTTHROAT,1000,2.48,9/23/2020,40.9053845,-109.5211063
MYSTERY (LOST)GR-101,DAGGETT,CUTTHROAT,803,2.48,9/23/2020,40.9053845,-109.5211063
POINT L WR-6,DUCHESNE,BROOK TROUT,1595,3.49,7/6/2020,40.2172448,-110.5215459
"PROVO R, LOWER, S FK",UTAH,CUTTHROAT,2001,2.27,10/12/2020,40.2262583,-111.6607527
"RED PINE L, LITTLE UPPER",SALT LAKE,CUTTHROAT,2002,2.13,9/22/2020,40.644188,-111.9522491
ROUND L GR-131,SUMMIT,CUTTHROAT,1707,2.48,9/23/2020,40.8297566,-110.9983515
"SHEEP CR, MIDDLE FK",DAGGETT,CUTTHROAT,201,13.96,9/23/2020,40.9053845,-109.5211063
SHINGLE MILL CR,UTAH,CUTTHROAT,317,2.15,10/8/2020,40.2354995,-111.3159388
SILVER CR,UTAH,CUTTHROAT,1019,2.16,10/6/2020,40.0966287,-111.5706786
"SMITH L, NORTH",MORGAN,WIPER,202,4.57,9/22/2020,41.0576176,-111.6183755
SPRING CR,WASATCH,CUTTHROAT,50,6.0,6/15/2020,40.5742742,-111.489935
SPRING HILL P #2,SANPETE,BROOK TROUT,211,2.83,7/7/2020,39.3090085,-111.5706786
SUMMIT L GR-5,SUMMIT,GRAYLING ARCTIC,756,2.81,9/21/2020,40.8297566,-110.9983515
SWAN CR,RICH,CUTTHROAT,2353,2.98,9/15/2020,41.5629707,-111.1891151
WALL L U-99,DUCHESNE,GRAYLING ARCTIC,504,2.81,9/21/2020,40.2172448,-110.5215459
WANRHODES CR,UTAH,CUTTHROAT,518,2.15,10/8/2020,40.1051144,-111.4358314
WIGWAM L WR-54,DUCHESNE,BROOK TROUT,677,3.49,7/6/2020,40.2172448,-110.5215459
X- 85,DUCHESNE,BROOK TROUT,473,3.15,7/6/2020,40.2172448,-110.5215459
Y-20,DUCHESNE,BROOK TROUT,373,3.15,7/6/2020,40.2172448,-110.5215459
BARNARD CR,DAVIS,CUTTHROAT,1008,2.56,10/2/2019,40.9628845,-112.0953297
BEAR CR BEAVER POND,DAGGETT,TIGER TROUT,510,11.68,8/19/2019,40.9053845,-109.5211063
BENCH CR,WASATCH,CUTTHROAT,803,2.56,10/2/2019,40.3629418,-110.9983515
CIRCLE L BTS,GARFIELD,GRAYLING ARCTIC,500,2.29,9/24/2019,37.8400344,-111.2845025
CIRQUE L WR-33,DUCHESNE,GRAYLING ARCTIC,706,2.39,10/1/2019,40.2172448,-110.5215459
CLARK L NBS,WAYNE,GRAYLING ARCTIC,300,2.29,9/24/2019,38.3337024,-110.8076084
EAST CULVERT POND,SANPETE,BROOK TROUT,100,3.28,8/12/2019,39.3090085,-111.5706786
FOUR MILE CR,WEBER,RAINBOW,100,15.51,7/31/2019,41.2602635,-111.9522491
GR-119,SUMMIT,GRAYLING ARCTIC,323,2.39,10/1/2019,40.8297566,-110.9983515
GRAYLING L X-56,DUCHESNE,GRAYLING ARCTIC,853,2.39,10/1/2019,40.2172448,-110.5215459
GREEN R GOLF C PONDS,EMERY,RAINBOW,504,10.31,9/18/2019,39.0738385,-110.7122465
HOLMES CR,DAVIS,CUTTHROAT,1008,2.56,10/2/2019,40.9628845,-112.0953297
"HUNTINGTON CR, LF FK",EMERY,CUTTHROAT,1840,2.32,10/31/2019,39.3266354,-110.9646113
LAKE CR,WASATCH,CUTTHROAT,1008,2.56,10/2/2019,40.3629418,-110.9983515
LOWER CUTTHROAT POND,DUCHESNE,CUTTHROAT,150,2.56,10/21/2019,40.2172448,-110.5215459
MARSH L GR-39,UINTAH,BROOK TROUT,975,2.68,7/11/2019,40.1069499,-109.3783206
"MEEKS POND, UPPER TLM",SEVIER,CUTTHROAT,214,1.75,10/9/2019,38.7333524,-111.6660725
PRICE DAM,SUMMIT,RAINBOW,125,8.97,6/17/2019,40.8607798,-110.7604484
RICKS CR,DAVIS,CUTTHROAT,1008,2.56,10/2/2019,40.9628845,-112.0953297
ROCK II L X-97,DUCHESNE,GRAYLING ARCTIC,599,2.29,9/26/2019,40.2172448,-110.5215459
ROSE POND TLM,SEVIER,CUTTHROAT,161,1.75,10/9/2019,38.7333524,-111.6660725
SNAKE CR,WASATCH,CUTTHROAT,2011,2.35,9/26/2019,40.3629418,-110.9983515
STONE CR,DAVIS,CUTTHROAT,2017,2.56,10/2/2019,40.9628845,-112.0953297
THUNDER RIDGE POND,IRON,TIGER TROUT,1007,11.25,7/3/2019,37.7311693,-112.8255648
TOMAHAWK,SUMMIT,RAINBOW,125,8.97,6/17/2019,40.8297566,-110.9983515
"TROUT CR, MAIN FK",WASATCH,CUTTHROAT,25481,3.6,9/9/2019,40.2651275,-111.1041565
U-100,DUCHESNE,GRAYLING ARCTIC,323,2.39,10/1/2019,40.2172448,-110.5215459
UPPER CUTTHROAT POND,DUCHESNE,CUTTHROAT,150,2.56,10/21/2019,40.2172448,-110.5215459
VERLIE L U-41,DUCHESNE,BROOK TROUT,416,2.68,7/11/2019,40.2172448,-110.5215459
W-57,SUMMIT,BROOK TROUT,299,2.68,7/9/2019,40.8297566,-110.9983515
WEIR L A-50,SUMMIT,GRAYLING ARCTIC,999,2.29,9/26/2019,40.8297566,-110.9983515
WEST DEEP LAKE #1,SANPETE,BROOK TROUT,100,3.28,8/12/2019,39.3090085,-111.5706786
WEST DEEP LAKE #2,SANPETE,BROOK TROUT,100,3.28,8/12/2019,39.3090085,-111.5706786
WILLARD PEAK POND,BOX ELDER,CHANNEL CATFISH,2250,3.12,9/30/2019,41.4225875,-112.0581892
"WILLOW CREEK, LITTLE",SALT LAKE,CUTTHROAT,509,2.88,11/7/2019,40.5891151,-111.8104881
WINDSOR POND,SUMMIT,RAINBOW,125,8.97,6/17/2019,40.8297566,-110.9983515
BLUBBER CR,KANE,CUTTHROAT,80,7.71,12/31/2018,37.293251,-112.4291464
CASTLE CR,GARFIELD,TIGER TROUT,200,5.63,8/21/2018,37.8400344,-111.2845025
CRAIG L U-85,DUCHESNE,CUTTHROAT,354,1.74,10/12/2018,40.2172448,-110.5215459
CRANDALL CR,EMERY,CUTTHROAT,5600,2.73,10/31/2018,39.0738385,-110.7122465
GR- 21,DAGGETT,TIGER TROUT,386,2.35,7/10/2018,40.9053845,-109.5211063
GREEN MEADOW POND,DUCHESNE,CUTTHROAT,203,4.34,5/14/2018,40.2172448,-110.5215459
GUNLOCK RES,WASHINGTON,CRAPPIE BLACK,2000,2.92,7/23/2018,37.2613237,-113.7736952
"KANAB CR, UPPER",KANE,CUTTHROAT,106,7.71,10/13/2018,37.0474855,-112.5263145
"KAYS CR, N FK",DAVIS,CUTTHROAT,600,2.46,11/5/2018,40.9628845,-112.0953297
LAMB L GR-20,DAGGETT,TIGER TROUT,97,2.35,7/10/2018,40.9053845,-109.5211063
LITTLE HORSE CR,SANPETE,CUTTHROAT,4032,2.46,10/22/2018,39.3090085,-111.5706786
PAROWAN CR,IRON,CUTTHROAT,14895,2.07,9/13/2018,37.8421975,-112.8279996
PLEASANT CR,GARFIELD,RAINBOW,303,9.88,6/7/2018,37.8400344,-111.2845025
RATTLESNAKE RANCH POND,SAN JUAN,RAINBOW,2001,9.61,4/10/2018,38.2883245,-109.3050845
"ROCK L, LOWER WR-17",DUCHESNE,TIGER TROUT,1872,2.35,7/10/2018,40.2172448,-110.5215459
SCOUT POND,SANPETE,BROOK TROUT,30,2.92,7/18/2018,39.3090085,-111.5706786
SINGLETON CR,SANPETE,CUTTHROAT,5088,2.46,10/22/2018,39.3090085,-111.5706786
"BEAR R, E FK",SUMMIT,RAINBOW,300,10.6,7/5/2017,40.8297566,-110.9983515
BLACK HOLE,SANPETE,BROOK TROUT,103,3.16,8/8/2017,39.3090085,-111.5706786
CHARLIE SKINNER MEMORIAL,DAVIS,SUNFISH BLUEGILL,5000,2.88,10/19/2017,40.9628845,-112.0953297
CROUSE CR,DAGGETT,CUTTHROAT,1348,2.04,10/17/2017,40.9053845,-109.5211063
DONKEY POND,WAYNE,BROOK TROUT,63,3.16,8/10/2017,38.3337024,-110.8076084
ELKHORN L TLM,WAYNE,GRAYLING ARCTIC,100,2.79,9/18/2017,38.5038923,-111.5007564
GOOSE L NO 2 GR-43,UINTAH,BROOK TROUT,1953,2.53,7/9/2017,40.1069499,-109.3783206
PENNY NICKELL L U-98,DUCHESNE,CUTTHROAT,599,1.62,9/25/2017,40.2172448,-110.5215459
SESAME L GR-15,DAGGETT,BROOK TROUT,620,2.53,7/9/2017,40.9053845,-109.5211063
"THREE MILE CR, N FK",GARFIELD,CUTTHROAT,9966,2.11,9/25/2017,37.8653697,-112.5424374
"ABES POND, UPPER",SEVIER,CUTTHROAT,76,1.96,9/20/2016,38.7333524,-111.6660725
"ANSON L, UPPER GR-10",DAGGETT,TIGER TROUT,997,3.62,7/14/2016,40.9053845,-109.5211063
BIG SPRINGS POND,UTAH,CHUB,5000,1.63,6/20/2016,40.3330844,-111.5242338
BLUE RIBBON #3,SANPETE,BROOK TROUT,107,3.34,8/9/2016,39.3090085,-111.5706786
CANDY L GR-17,DAGGETT,TIGER TROUT,825,3.62,7/14/2016,40.9053845,-109.5211063
CUTLER RES,CACHE,CHANNEL CATFISH,19999,3.38,9/19/2016,41.7560026,-111.7614661
JOHNSON CR,BOX ELDER,SUCKER,107,5.21,11/2/2016,41.5380087,-113.1918021
LITTLE BEAR CR,SANPETE,CUTTHROAT,2058,2.13,10/18/2016,39.801062,-111.2506604
MONA SPR,JUAB,CHUB,53086,1.63,6/20/2016,39.8160656,-111.8554907
"NORTH CR, N FK",BEAVER,CUTTHROAT,452,2.48,10/4/2016,38.3266376,-113.287085
OFF SP,BOX ELDER,CHUB,200,1.77,8/2/2016,41.5380087,-113.1918021
"OTTER CR, MID BRANCH",RICH,CUTTHROAT,2867,2.9,10/20/2016,41.7618835,-111.2826728
"OTTER CR, S BRANCH",RICH,CUTTHROAT,2867,2.9,10/20/2016,41.7618835,-111.2826728
OTTER CREEK POND,RICH,RAINBOW,208,8.19,10/19/2016,41.7618835,-111.2826728
PENGUIN L GR-16,DAGGETT,TIGER TROUT,205,3.62,7/14/2016,40.9053845,-109.5211063
PINE CR-BULLION,PIUTE,CUTTHROAT,5047,2.21,10/4/2016,38.3997408,-112.1430215
SHINGLE CR,SEVIER,CUTTHROAT,5018,1.72,9/12/2016,38.7333524,-111.6660725
STOUT CYN,KANE,CUTTHROAT,17000,2.25,10/27/2016,37.3774824,-112.5913215
TIMBER CYN CR,DUCHESNE,CUTTHROAT,1005,2.0,10/5/2016,40.0799891,-110.8454591
